,episode,score,Q_sum
245,245.0,1.0,211087.4307494075
246,246.0,1.0,212453.736012853
247,247.0,0.0,213670.6856327106
248,248.0,1.0,214820.8970759121
249,249.0,1.0,216127.11936589878
250,250.0,0.0,217083.86276844438
251,251.0,1.0,218180.5618237454
252,252.0,1.0,219224.3685772863
253,253.0,0.0,220259.144926832
254,254.0,0.0,221556.20407489568
255,255.0,0.0,222775.83998257224
256,256.0,0.0,224009.7279875704
257,257.0,0.0,225380.69671287408
258,258.0,0.0,226620.2318617143
259,259.0,0.0,227527.15032134007
260,260.0,0.0,228866.39757558957
261,261.0,0.0,229607.29181324886
262,262.0,0.0,230643.88184063812
263,263.0,0.0,231698.13634284615
264,264.0,0.0,233056.08662888934
265,265.0,0.0,234032.77445575403
266,266.0,0.0,235416.28991848393
267,267.0,0.0,236624.48389654665
268,268.0,2.0,237875.01864818606
269,269.0,0.0,239131.3629446387
270,270.0,0.0,240230.22617864676
271,271.0,0.0,241302.43655338924
272,272.0,0.0,242685.0635394451
273,273.0,0.0,243638.61149084326
274,274.0,2.0,244948.17531157954
275,275.0,0.0,245958.42656186945
276,276.0,0.0,246854.35153847176
277,277.0,0.0,247743.50371924095
278,278.0,0.0,249244.779661867
279,279.0,0.0,250671.2559291852
280,280.0,0.0,252026.88394370768
281,281.0,0.0,253426.33475961295
282,282.0,0.0,254676.59259087808
283,283.0,0.0,256088.45734467445
284,284.0,0.0,257485.6607130836
285,285.0,0.0,258881.00108031055
286,286.0,1.0,260368.91688690163
287,287.0,0.0,261565.92480359532
288,288.0,0.0,263052.521176311
289,289.0,1.0,264511.37480639893
290,290.0,0.0,266064.6196312626
291,291.0,1.0,267113.73757075204
292,292.0,0.0,268174.80378048157
293,293.0,2.0,269790.1600252676
294,294.0,0.0,271015.8968322162
295,295.0,1.0,272285.02434979554
296,296.0,0.0,273679.6723658103
297,297.0,0.0,275056.7510520991
298,298.0,0.0,276677.31564835185
299,299.0,1.0,278223.1597303881
300,300.0,1.0,279800.89375678037
301,301.0,0.0,281141.39848861843
302,302.0,0.0,282624.9519209992
303,303.0,0.0,283939.7422914994
304,304.0,1.0,284951.68413610663
305,305.0,1.0,286442.22142961755
306,306.0,0.0,287950.09249722917
307,307.0,1.0,289260.59126622387
308,308.0,0.0,289408.9329502935
309,309.0,0.0,290871.11056548485
310,310.0,1.0,292301.73719781317
311,311.0,0.0,293387.0772944017
312,312.0,0.0,294967.76233776484
313,313.0,0.0,296248.3110924892
314,314.0,0.0,297861.3063167915
315,315.0,0.0,299309.10132835887
316,316.0,0.0,300847.73264946253
317,317.0,0.0,302458.06378280674
318,318.0,0.0,304042.2179272385
319,319.0,1.0,305357.1691782762
320,320.0,0.0,306814.6977657723
321,321.0,1.0,308448.1314765501
322,322.0,2.0,309752.32258487324
323,323.0,0.0,311228.15173338243
324,324.0,1.0,312538.3485851659
325,325.0,0.0,313992.88613784546
326,326.0,0.0,315659.3787647862
327,327.0,1.0,316846.2145963301
328,328.0,0.0,317858.95599553484
329,329.0,0.0,319415.90929247614
330,330.0,0.0,320645.01955059846
331,331.0,0.0,321897.77745235007
332,332.0,1.0,323088.8296776492
333,333.0,0.0,324311.8048878198
334,334.0,0.0,325817.21533573425
335,335.0,0.0,327101.70933415164
336,336.0,1.0,328635.3466713762
337,337.0,1.0,330118.43095360894
338,338.0,0.0,331012.2267339221
339,339.0,0.0,332261.7953474103
340,340.0,0.0,333405.87985772203
341,341.0,1.0,335128.4062745514
342,342.0,0.0,336442.4197615512
343,343.0,1.0,337849.1595467698
344,344.0,1.0,339284.6019826929
345,345.0,1.0,340893.1327965441
346,346.0,0.0,341751.87455262424
347,347.0,0.0,342994.2044857485
348,348.0,1.0,344463.31682995305
349,349.0,1.0,346041.447169456
350,350.0,0.0,347308.5345661974
351,351.0,1.0,348613.7889125202
352,352.0,0.0,349659.9669194138
353,353.0,1.0,351254.29603382904
354,354.0,0.0,352797.8948685097
355,355.0,1.0,353926.90530050755
356,356.0,0.0,355586.5528238251
357,357.0,0.0,356626.6263488394
358,358.0,0.0,358280.5763776108
359,359.0,0.0,359718.299994884
360,360.0,1.0,361328.7477096452
361,361.0,0.0,362657.3063067317
362,362.0,0.0,363859.15852960054
363,363.0,0.0,365516.03553462756
364,364.0,0.0,366574.0576717686
365,365.0,1.0,368181.3775239142
366,366.0,0.0,369449.3743531876
367,367.0,1.0,370596.21643677907
368,368.0,1.0,372065.4342499114
369,369.0,0.0,372957.5736290519
370,370.0,1.0,374363.56191137474
371,371.0,0.0,375374.1534997236
372,372.0,1.0,376390.15348509286
373,373.0,0.0,377426.5897845644
374,374.0,0.0,378981.3124878351
375,375.0,0.0,380387.78959428414
376,376.0,0.0,381406.7178897348
377,377.0,0.0,382652.2867137625
378,378.0,2.0,384176.2451715767
379,379.0,0.0,385711.43791314034
380,380.0,0.0,387128.1424561362
381,381.0,1.0,388267.6810519063
382,382.0,0.0,389652.7321575583
383,383.0,1.0,390886.1209124885
384,384.0,0.0,392536.5065569775
385,385.0,0.0,393978.2569441099
386,386.0,0.0,394862.4901062466
387,387.0,0.0,395937.8147297386
388,388.0,0.0,397588.44043428573
389,389.0,0.0,398879.07405960566
390,390.0,0.0,400219.9758678194
391,391.0,0.0,401570.8647651604
392,392.0,1.0,403207.37701266544
393,393.0,0.0,404601.0583684944
394,394.0,0.0,405809.8361673226
395,395.0,1.0,407119.0986639913
396,396.0,0.0,408281.68438144383
397,397.0,0.0,409753.27551908913
398,398.0,1.0,410883.197814084
399,399.0,1.0,412565.9975627005
400,400.0,1.0,413809.0074404848
401,401.0,1.0,415411.0073835948
402,402.0,0.0,416462.95263792825
403,403.0,0.0,417544.52806812245
404,404.0,1.0,418874.0929212312
405,405.0,0.0,420555.0806923141
406,406.0,0.0,422050.9974789049
407,407.0,0.0,423137.84632580855
408,408.0,1.0,424832.2052045545
409,409.0,1.0,426019.8421061423
410,410.0,0.0,426988.9781652607
411,411.0,1.0,428550.18398160493
412,412.0,0.0,430031.9454133826
413,413.0,1.0,431237.97623867216
414,414.0,0.0,432579.3075071407
415,415.0,1.0,433897.2745755621
416,416.0,1.0,435114.99781302246
417,417.0,0.0,436430.5711155618
418,418.0,0.0,437013.1111605877
419,419.0,1.0,438281.51849631337
420,420.0,0.0,439783.46840740915
421,421.0,0.0,441396.9985168255
422,422.0,0.0,442415.51414759154
423,423.0,0.0,443747.0494216457
424,424.0,0.0,445168.8379714336
425,425.0,0.0,446414.6007785826
426,426.0,1.0,447511.590289222
427,427.0,0.0,448786.5955724828
428,428.0,0.0,450137.7578499872
429,429.0,0.0,451106.03825957293
430,430.0,1.0,452581.5563651243
431,431.0,0.0,453700.1599078849
432,432.0,0.0,455154.0228859241
433,433.0,1.0,456448.473246856
434,434.0,0.0,457693.01216626173
435,435.0,0.0,458758.90266748297
436,436.0,0.0,460044.2085352358
437,437.0,0.0,461422.7378402959
438,438.0,0.0,462307.0601177803
439,439.0,0.0,463680.0921359458
440,440.0,1.0,465338.2178335604
441,441.0,0.0,465500.46216447407
442,442.0,0.0,466670.69199839595
443,443.0,0.0,468000.94964855025
444,444.0,1.0,469080.74245502107
445,445.0,0.0,470064.46604668006
446,446.0,0.0,471450.8446835227
447,447.0,0.0,472777.3147792578
448,448.0,0.0,473977.81299383304
449,449.0,1.0,475493.92433717306
450,450.0,0.0,477189.0764375155
451,451.0,0.0,478736.32617451344
452,452.0,0.0,479930.4458234093
453,453.0,0.0,481230.6356593868
454,454.0,1.0,482401.5574147193
455,455.0,0.0,483937.81198228546
456,456.0,1.0,485361.221134051
457,457.0,1.0,486346.04437705956
458,458.0,0.0,487480.89740410383
459,459.0,2.0,488572.77867273253
460,460.0,2.0,490270.8861221001
461,461.0,2.0,491457.68294282246
462,462.0,0.0,492748.88766834384
463,463.0,0.0,494218.28808446444
464,464.0,0.0,495562.7263134223
465,465.0,0.0,497212.40941219777
466,466.0,0.0,498643.64066407806
467,467.0,0.0,500165.16299992107
468,468.0,0.0,501180.5118002038
469,469.0,2.0,502348.0241724698
470,470.0,0.0,503830.63712874136
471,471.0,1.0,505167.2324701519
472,472.0,2.0,506592.41500841314
473,473.0,2.0,508082.4254796645
474,474.0,0.0,509120.6945073411
475,475.0,0.0,510133.7784953891
476,476.0,0.0,510997.60840628244
477,477.0,0.0,512198.4384802177
478,478.0,0.0,513721.3944020735
479,479.0,1.0,515513.36453835975
480,480.0,0.0,516575.9474585453
481,481.0,1.0,517935.5710443055
482,482.0,0.0,518896.06675071444
483,483.0,0.0,520154.24436331174
484,484.0,0.0,521206.0628925388
485,485.0,0.0,522483.0828504856
486,486.0,0.0,523613.59949401935
487,487.0,0.0,525027.6421774857
488,488.0,0.0,526588.3953731408
489,489.0,0.0,528055.3394337548
490,490.0,0.0,529311.0278216692
491,491.0,0.0,530316.4655450224
492,492.0,1.0,532057.5992894359
493,493.0,0.0,533615.1080506173
494,494.0,0.0,535148.4430715045
495,495.0,0.0,536534.9950585776
496,496.0,0.0,538043.4942853856
497,497.0,0.0,539441.9140109523
498,498.0,0.0,540402.3218513181
499,499.0,0.0,541699.894343918
500,500.0,0.0,542880.4324347929
501,501.0,1.0,544666.199249056
502,502.0,0.0,545589.003300799
503,503.0,1.0,546902.7927337269
504,504.0,1.0,548639.9866052233
505,505.0,0.0,550367.2172325946
506,506.0,0.0,551400.3744563926
507,507.0,0.0,552742.5012606242
508,508.0,0.0,554231.4144980871
509,509.0,0.0,555558.9027942633
510,510.0,0.0,556812.6301341072
511,511.0,1.0,558505.0987067316
512,512.0,0.0,559762.7175234532
513,513.0,0.0,561148.206548882
514,514.0,1.0,562464.322705107
515,515.0,0.0,563438.0583142312
516,516.0,0.0,564803.1088770042
517,517.0,0.0,565623.3131973047
518,518.0,0.0,567035.7097986892
519,519.0,0.0,567737.91287207
520,520.0,0.0,569254.1637577955
521,521.0,0.0,570255.676400848
522,522.0,0.0,571441.1129542843
523,523.0,0.0,572468.1998828371
524,524.0,1.0,573619.7961083216
525,525.0,0.0,575024.8470441008
526,526.0,0.0,576252.6831917712
527,527.0,0.0,577236.3706587688
528,528.0,1.0,578563.5366950479
529,529.0,0.0,579477.1899037851
530,530.0,0.0,580573.0431047943
531,531.0,1.0,581429.1340281401
532,532.0,0.0,582218.296175883
533,533.0,1.0,583356.7139195815
534,534.0,0.0,584462.0800718354
535,535.0,0.0,585495.0507612119
536,536.0,0.0,587183.6408774365
537,537.0,0.0,588038.4324972811
538,538.0,1.0,589279.4291939836
539,539.0,0.0,589409.3820965491
540,540.0,1.0,590708.2589744757
541,541.0,0.0,591936.58207475
542,542.0,3.0,593213.2509390864
543,543.0,1.0,593948.8131717356
544,544.0,1.0,595351.5259598098
545,545.0,0.0,596249.6260724381
546,546.0,0.0,597675.4355959075
547,547.0,1.0,598791.5423224645
548,548.0,1.0,599915.3132100805
549,549.0,0.0,601608.7179441877
550,550.0,1.0,603172.1559510286
551,551.0,0.0,604034.9428584146
552,552.0,0.0,604925.9051244122
553,553.0,1.0,606318.1022343026
554,554.0,0.0,607301.2419058149
555,555.0,1.0,608946.7148219437
556,556.0,1.0,610890.8640245644
557,557.0,0.0,612241.0065795303
558,558.0,1.0,613481.8324694686
559,559.0,0.0,615278.8171878499
560,560.0,0.0,616992.6110143779
561,561.0,1.0,618395.690395296
562,562.0,0.0,619376.0594506118
563,563.0,0.0,621206.531817587
564,564.0,0.0,622372.5743472842
565,565.0,0.0,624176.5779854967
566,566.0,0.0,625238.0431953964
567,567.0,0.0,626660.0234049038
568,568.0,0.0,627732.5958924604
569,569.0,0.0,628963.1589663328
570,570.0,0.0,630644.6829968842
571,571.0,0.0,632375.4712728624
572,572.0,0.0,634264.023863549
573,573.0,0.0,635363.3625608088
574,574.0,1.0,637220.0186351364
575,575.0,0.0,639067.439504122
576,576.0,1.0,640617.8723470041
577,577.0,0.0,642191.6360985402
578,578.0,0.0,643482.6992188606
579,579.0,0.0,644705.5287985425
580,580.0,0.0,646051.6823144694
581,581.0,0.0,647273.2689343524
582,582.0,0.0,648219.6744248738
583,583.0,1.0,649532.4330383417
584,584.0,1.0,650996.9372302298
585,585.0,1.0,652584.0515138264
586,586.0,0.0,653749.9806417407
587,587.0,0.0,655153.959540074
588,588.0,0.0,656055.0993320366
589,589.0,1.0,657517.6711948134
590,590.0,0.0,658665.0977859246
591,591.0,0.0,659518.1559604488
592,592.0,0.0,660655.964053151
593,593.0,0.0,661627.7832815751
594,594.0,0.0,663383.310555911
595,595.0,0.0,664698.7094358584
596,596.0,1.0,666558.2012313819
597,597.0,1.0,668346.349030792
598,598.0,0.0,669906.168534847
599,599.0,0.0,671655.4293146263
600,600.0,0.0,672833.3715600213
601,601.0,0.0,673688.2819513538
602,602.0,0.0,674664.1195537727
603,603.0,1.0,675807.3179299466
604,604.0,1.0,676784.863363916
605,605.0,3.0,678458.0697914824
606,606.0,0.0,680428.0637686262
607,607.0,0.0,682249.1384391928
608,608.0,0.0,683699.5687775891
609,609.0,1.0,685577.5362792197
610,610.0,0.0,686866.6938960891
611,611.0,0.0,688212.206436592
612,612.0,0.0,689525.2159146839
613,613.0,0.0,690450.0580345598
614,614.0,0.0,691763.3900707111
615,615.0,0.0,693376.1985324626
616,616.0,0.0,694904.0319699096
617,617.0,1.0,696676.1487094872
618,618.0,1.0,698290.8653759863
619,619.0,1.0,699386.0062687851
620,620.0,1.0,701190.264286717
621,621.0,2.0,702702.2890014051
622,622.0,0.0,703802.5877928163
623,623.0,0.0,705115.1467121519
624,624.0,0.0,706642.7655688172
625,625.0,0.0,708056.5477503513
626,626.0,0.0,709608.5827324151
627,627.0,2.0,711022.4256371439
628,628.0,0.0,712249.5765014605
629,629.0,0.0,713802.987010762
630,630.0,0.0,714797.5649266127
631,631.0,1.0,716128.433604782
632,632.0,1.0,717636.0429337057
633,633.0,1.0,718767.4951809164
634,634.0,0.0,719998.2015036247
635,635.0,0.0,721455.8470324106
636,636.0,1.0,723105.7265367265
637,637.0,1.0,724707.495334145
638,638.0,0.0,725964.4250038414
639,639.0,0.0,727481.1385730419
640,640.0,0.0,728273.086485828
641,641.0,1.0,729677.5474149934
642,642.0,1.0,731248.2946517053
643,643.0,0.0,732370.0614346758
644,644.0,0.0,733733.1730570699
645,645.0,1.0,735382.6534869673
646,646.0,0.0,737052.7953564051
647,647.0,1.0,738525.1836595861
648,648.0,0.0,740002.1310184081
649,649.0,0.0,740889.0929812173
650,650.0,1.0,742043.0935373971
651,651.0,0.0,743518.9212694786
652,652.0,0.0,744882.4292685287
653,653.0,0.0,745872.041471831
654,654.0,0.0,747212.1604846386
655,655.0,0.0,749010.2524639426
656,656.0,0.0,750261.8505527471
657,657.0,0.0,751514.4241593794
658,658.0,0.0,752761.9638043444
659,659.0,0.0,753842.896195804
660,660.0,1.0,755819.9275513495
661,661.0,1.0,757727.7849022105
662,662.0,0.0,759185.665329689
663,663.0,0.0,760586.0354339905
664,664.0,0.0,761552.8382006914
665,665.0,0.0,762644.5040599045
666,666.0,0.0,763606.75614194
667,667.0,0.0,765173.3734829461
668,668.0,1.0,766369.246191116
669,669.0,1.0,767902.5522727084
670,670.0,0.0,769207.4290761739
671,671.0,0.0,770703.8969251765
672,672.0,1.0,772428.2997085707
673,673.0,0.0,774306.0704532533
674,674.0,0.0,775440.5347689091
675,675.0,1.0,777140.705114011
676,676.0,0.0,778670.3616911514
677,677.0,1.0,780091.2538134163
678,678.0,1.0,781638.593744777
679,679.0,0.0,782980.2029071283
680,680.0,0.0,783761.7271962335
681,681.0,0.0,784943.1215720583
682,682.0,0.0,786127.1824135658
683,683.0,0.0,787181.406936308
684,684.0,1.0,788890.0761476506
685,685.0,0.0,790395.8845750084
686,686.0,2.0,792160.9684134963
687,687.0,0.0,793392.8932335346
688,688.0,1.0,795140.4419872522
689,689.0,0.0,796576.1588066771
690,690.0,1.0,797391.4927740591
691,691.0,1.0,798278.9805304711
692,692.0,1.0,800042.7528906573
693,693.0,0.0,801617.5918159968
694,694.0,0.0,803043.2196479882
695,695.0,0.0,804445.9523209892
696,696.0,0.0,805246.2530280933
697,697.0,0.0,806873.5464431695
698,698.0,1.0,808266.5799780497
699,699.0,2.0,809428.4326498314
700,700.0,1.0,811270.1477211864
701,701.0,0.0,812704.8313202186
702,702.0,0.0,814001.3353490124
703,703.0,0.0,815203.7931753427
704,704.0,1.0,816721.0124801482
705,705.0,0.0,818191.6378384298
706,706.0,0.0,819766.1488496853
707,707.0,0.0,820530.6074958009
708,708.0,0.0,822059.0630631433
709,709.0,0.0,823449.4646745487
710,710.0,0.0,825053.6833383131
711,711.0,1.0,826212.1402439774
712,712.0,2.0,827452.3658396186
713,713.0,1.0,828657.831364351
714,714.0,0.0,830024.7402852118
715,715.0,0.0,831509.2950044674
716,716.0,0.0,833002.4887664539
717,717.0,1.0,833812.9932815942
718,718.0,1.0,834683.9308574918
719,719.0,0.0,836389.8949073794
720,720.0,1.0,837309.2109230596
721,721.0,0.0,837951.2685017773
722,722.0,0.0,839654.1137660288
723,723.0,0.0,841188.0167625765
724,724.0,0.0,842177.2285328648
725,725.0,0.0,843364.9570704792
726,726.0,1.0,844905.4597976452
727,727.0,0.0,845944.8209254215
728,728.0,0.0,847567.0696298247
729,729.0,1.0,849161.6584803662
730,730.0,0.0,850450.4438234917
731,731.0,0.0,851958.775649949
732,732.0,1.0,853982.7133053909
733,733.0,0.0,854888.7196733585
734,734.0,0.0,856761.4331038941
735,735.0,0.0,858227.3991249418
736,736.0,0.0,859084.0922904504
737,737.0,0.0,859937.5886293974
738,738.0,1.0,861865.4974886527
739,739.0,0.0,862598.348760989
740,740.0,0.0,864154.0096176044
741,741.0,1.0,865471.5448491324
742,742.0,0.0,866693.3942801513
743,743.0,1.0,868627.0322764271
744,744.0,1.0,870875.281397234
745,745.0,0.0,872983.0999803896
746,746.0,1.0,874457.0380133936
747,747.0,0.0,875750.0040973685
748,748.0,0.0,877333.1129887548
749,749.0,2.0,878811.7645175667
750,750.0,0.0,880110.5186572024
751,751.0,0.0,881338.3505179216
752,752.0,0.0,882776.5018407643
753,753.0,0.0,884698.2268394546
754,754.0,1.0,886295.174471834
755,755.0,0.0,887335.2193058328
756,756.0,2.0,888539.7077460829
757,757.0,1.0,889930.7099403781
758,758.0,1.0,891116.1142898386
759,759.0,0.0,892307.927859465
760,760.0,0.0,893882.9940558036
761,761.0,0.0,894894.690011816
762,762.0,0.0,895829.904498938
763,763.0,0.0,896996.6223278183
764,764.0,0.0,898091.5716111159
765,765.0,1.0,899009.8726654748
766,766.0,0.0,900384.345219072
767,767.0,0.0,902067.3698824839
768,768.0,1.0,903921.9125064912
769,769.0,0.0,905413.023620385
770,770.0,0.0,906533.1909082312
771,771.0,1.0,907852.0433282029
772,772.0,0.0,908955.4586291042
773,773.0,0.0,910341.6474777376
774,774.0,0.0,911983.9641022497
775,775.0,0.0,913088.3041941312
776,776.0,1.0,914304.3515275698
777,777.0,0.0,915786.362440687
778,778.0,1.0,917569.9965364046
779,779.0,0.0,919323.4444783342
780,780.0,1.0,920206.7254872886
